"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.726,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.158,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.82,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.309,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.379,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.459,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.533,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.607,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.687,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2027",4.769,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.851,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2029",4.934,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2030",5.018,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.028,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.041,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2023",1.056,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2024",1.072,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2025",1.087,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2026",1.105,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2027",1.122,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2028",1.139,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2029",1.157,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2030",1.174,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.394,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.503,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.455,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.478,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.507,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.537,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.563,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.59,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.619,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.648,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.68,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.711,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.741,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.741,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.014,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.875,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.882,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.917,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.945,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.97,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.993,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.022,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2027",4.051,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.086,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2029",4.119,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2030",4.151,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.715,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.762,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.803,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.755,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.782,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.808,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.834,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.858,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.885,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.911,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.938,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2029",3.965,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2030",3.992,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.465,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.373,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.023,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.287,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2022",5.324,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2023",5.369,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2024",5.404,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2025",5.436,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2026",5.474,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2027",5.514,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2028",5.553,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2029",5.591,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2030",5.628,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.962,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.677,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.448,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2021",6.037,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2022",6.057,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2023",6.086,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2024",6.104,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2025",6.119,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2026",6.141,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2027",6.165,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2028",6.188,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2029",6.211,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2030",6.232,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.75,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.829,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.125,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.948,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2022",1.971,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.001,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.032,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.063,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.097,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.131,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.165,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2029",2.199,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2030",2.233,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2018",7.76,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2019",8.96,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2020",7.161,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2021",8.229,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2022",8.261,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2023",8.301,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2024",8.327,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2025",8.351,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2026",8.381,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2027",8.416,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2028",8.449,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2029",8.482,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2030",8.512,
